LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-122.0611785,36.9591512,1210,SHAFFER RD,1112,,,,95060,,c6d35f6ffe5ea3de
-122.0611785,36.9591512,1210,SHAFFER RD,1111,,,,95060,,2864418c2aee9d5b
-122.0611785,36.9591512,1210,SHAFFER RD,1113,,,,95060,,ef0e5f5f9a794152
-122.0611785,36.9591512,1210,SHAFFER RD,1114,,,,95060,,18f3f3d1a9336b14
-122.0611785,36.9591512,1210,SHAFFER RD,1116,,,,95060,,1db1cc1027808052
-122.0611785,36.9591512,1210,SHAFFER RD,1201,,,,95060,,8f76b2f944b9753c
-122.0611785,36.9591512,1210,SHAFFER RD,1115,,,,95060,,d51d063b1cb27e04
-122.0611785,36.9591512,1210,SHAFFER RD,1202,,,,95060,,1fe19a3d49268c96
-122.0611785,36.9591512,1210,SHAFFER RD,1203,,,,95060,,2d91ca661a2e1354
-122.0611785,36.9591512,1210,SHAFFER RD,1206,,,,95060,,bf154894e61a9afb
-122.0611785,36.9591512,1210,SHAFFER RD,1205,,,,95060,,e6e867579aaf1584
-122.0611785,36.9591512,1210,SHAFFER RD,1207,,,,95060,,988d6a91e8190e37
-122.0611785,36.9591512,1210,SHAFFER RD,1204,,,,95060,,46fde8010c8650c8
-122.0611785,36.9591512,1210,SHAFFER RD,1210,,,,95060,,101bf99cf09d655d
-122.0611785,36.9591512,1210,SHAFFER RD,1208,,,,95060,,340de4b0ce74dafe
-122.0611785,36.9591512,1210,SHAFFER RD,1209,,,,95060,,890ab8f91cabeb79
-122.0611785,36.9591512,1210,SHAFFER RD,1214,,,,95060,,8c35781ed92fa47d
-122.0611785,36.9591512,1210,SHAFFER RD,1211,,,,95060,,24bf126fe19f0b88
-122.0611785,36.9591512,1210,SHAFFER RD,1301,,,,95060,,80a79aaf0f5cf1c8
-122.0611785,36.9591512,1210,SHAFFER RD,1213,,,,95060,,747b59606c73c381
-122.0611785,36.9591512,1210,SHAFFER RD,1215,,,,95060,,38282a6dd1965071
-122.0611785,36.9591512,1210,SHAFFER RD,1212,,,,95060,,31b544251b36168c
-122.0611785,36.9591512,1210,SHAFFER RD,1303,,,,95060,,5c99acad769432a3
-122.0611785,36.9591512,1210,SHAFFER RD,1304,,,,95060,,f2ec34ee1bde3c29
-122.0611785,36.9591512,1210,SHAFFER RD,1216,,,,95060,,810c18caf9bda8fc
-122.0611785,36.9591512,1210,SHAFFER RD,1302,,,,95060,,6062bd0a0da49b06
-122.0611785,36.9591512,1210,SHAFFER RD,1305,,,,95060,,23ca16d5c2beb0ab
-122.0611785,36.9591512,1210,SHAFFER RD,1306,,,,95060,,81b32bc1ea38dd3d
-122.0611785,36.9591512,1210,SHAFFER RD,1307,,,,95060,,4ddc74ff43893385
-122.0611785,36.9591512,1210,SHAFFER RD,1309,,,,95060,,36f636aa00cd00b3
-122.0611785,36.9591512,1210,SHAFFER RD,1311,,,,95060,,f661c36b389e8e15
-122.0611785,36.9591512,1210,SHAFFER RD,1308,,,,95060,,1a4ca51d2a117283
-122.0611785,36.9591512,1210,SHAFFER RD,1310,,,,95060,,139d143c20fd8f52
-122.0611785,36.9591512,1210,SHAFFER RD,1313,,,,95060,,96327880d46a86d1
-122.0611785,36.9591512,1210,SHAFFER RD,1312,,,,95060,,dec172e2d3a98346
-122.0611785,36.9591512,1220,SHAFFER RD,2101,,,,95060,,8d6b44589bdc3765
-122.0611785,36.9591512,1210,SHAFFER RD,1314,,,,95060,,31e772f9b809f5ac
-122.0611785,36.9591512,1220,SHAFFER RD,,,,,95060,,0c3903baf59ce482
-122.0611785,36.9591512,1220,SHAFFER RD,2102,,,,95060,,99b2d9454caf7654
-122.0611785,36.9591512,1210,SHAFFER RD,1316,,,,95060,,cc5e8ab72b29b331
-122.0611785,36.9591512,1220,SHAFFER RD,2104,,,,95060,,e48e9aa7948b2329
-122.0611785,36.9591512,1220,SHAFFER RD,2106,,,,95060,,4e9fba3219beb2e2
-122.0611785,36.9591512,1210,SHAFFER RD,1315,,,,95060,,ce6b4ca00480b280
-122.0611785,36.9591512,1220,SHAFFER RD,2105,,,,95060,,7486b9722263b47e
-122.0611785,36.9591512,1220,SHAFFER RD,2103,,,,95060,,0942a671ce4d3427
-122.0611785,36.9591512,1220,SHAFFER RD,2110,,,,95060,,d24ef5c68f98914a
-122.0611785,36.9591512,1220,SHAFFER RD,2109,,,,95060,,7b5147f63a345d26
-122.0611785,36.9591512,1220,SHAFFER RD,2107,,,,95060,,ecdf32bd8f71d161
-122.0611785,36.9591512,1220,SHAFFER RD,2111,,,,95060,,a31f97f985028346
-122.0611785,36.9591512,1220,SHAFFER RD,2201,,,,95060,,3bcec2b8c361e0a5
-122.0611785,36.9591512,1220,SHAFFER RD,2108,,,,95060,,9a52f3d11de0bdfc
-122.0611785,36.9591512,1220,SHAFFER RD,2112,,,,95060,,c06a56744e188347
-122.0611785,36.9591512,1220,SHAFFER RD,2202,,,,95060,,6e4fed05a93ac195
-122.0611785,36.9591512,1220,SHAFFER RD,2206,,,,95060,,3804255e9151c17f
-122.0611785,36.9591512,1220,SHAFFER RD,2208,,,,95060,,6e32b2c9038efaf6
-122.0611785,36.9591512,1220,SHAFFER RD,2204,,,,95060,,c8c556210edd5367
-122.0611785,36.9591512,1220,SHAFFER RD,2203,,,,95060,,e0bf4467d92b0b2e
-122.0611785,36.9591512,1220,SHAFFER RD,2207,,,,95060,,71bc87bd3ac9b8e5
-122.0611785,36.9591512,1220,SHAFFER RD,2210,,,,95060,,9bb7e84c6e52268b
-122.0611785,36.9591512,1220,SHAFFER RD,2301,,,,95060,,b9b9069c6df0891a
-122.0611785,36.9591512,1220,SHAFFER RD,2205,,,,95060,,c078615cb0af1c7b
-122.0611785,36.9591512,1220,SHAFFER RD,2212,,,,95060,,ec14c08bce13916f
-122.0611785,36.9591512,1220,SHAFFER RD,2209,,,,95060,,43edee790c779e1f
-122.0611785,36.9591512,1220,SHAFFER RD,2304,,,,95060,,6c2d46865c3f1bca
-122.0611785,36.9591512,1220,SHAFFER RD,2306,,,,95060,,4b41d307126fc979
-122.0611785,36.9591512,1220,SHAFFER RD,2211,,,,95060,,f7d81313789995cd
-122.0611785,36.9591512,1220,SHAFFER RD,2305,,,,95060,,654c96b9b5c1b1d2
-122.0611785,36.9591512,1220,SHAFFER RD,2303,,,,95060,,092e0e00f82dd505
-122.0611785,36.9591512,1220,SHAFFER RD,2307,,,,95060,,fd18210da81cd983
-122.0611785,36.9591512,1220,SHAFFER RD,2302,,,,95060,,40b314c98ad127e1
-122.0611785,36.9591512,1220,SHAFFER RD,2308,,,,95060,,cbdca129faa3a79c
-122.0611785,36.9591512,1220,SHAFFER RD,2309,,,,95060,,41dc507b8a9eab7a
-122.0611785,36.9591512,1220,SHAFFER RD,2310,,,,95060,,de5c963c3cfc97c8
-122.0611785,36.9591512,1230,SHAFFER RD,,,,,95060,,ee89af8d689e42fe
-122.0611785,36.9591512,1220,SHAFFER RD,2311,,,,95060,,e5198b5a9b109ab3
-122.0611785,36.9591512,1230,SHAFFER RD,3101,,,,95060,,906b7600aed7de6d
-122.0611785,36.9591512,1230,SHAFFER RD,3105,,,,95060,,8cb1d27d8ed8b15e
-122.0611785,36.9591512,1220,SHAFFER RD,2312,,,,95060,,cc581472342e3a5e
-122.0611785,36.9591512,1230,SHAFFER RD,3106,,,,95060,,2fec2ead01968518
-122.0611785,36.9591512,1230,SHAFFER RD,3102,,,,95060,,f0258797f3cce02d
-122.0611785,36.9591512,1230,SHAFFER RD,3108,,,,95060,,ccbe8c1e48bcc3fb
-122.0611785,36.9591512,1230,SHAFFER RD,3107,,,,95060,,92854ecb6fb915f1
-122.0611785,36.9591512,1230,SHAFFER RD,3104,,,,95060,,2774d5eed526243f
-122.0611785,36.9591512,1230,SHAFFER RD,3103,,,,95060,,65a1facf812ada02
-122.0611785,36.9591512,1230,SHAFFER RD,3203,,,,95060,,14531d522ee74da9
-122.0611785,36.9591512,1230,SHAFFER RD,3201,,,,95060,,b108cfa27305342b
-122.0611785,36.9591512,1230,SHAFFER RD,3206,,,,95060,,634d6e9288a4d590
-122.0611785,36.9591512,1230,SHAFFER RD,3208,,,,95060,,1481cefbdb42a3c7
-122.0611785,36.9591512,1230,SHAFFER RD,3205,,,,95060,,02d42aa5eace9fe2
-122.0611785,36.9591512,1230,SHAFFER RD,3207,,,,95060,,24972d11c177ec5c
-122.0611785,36.9591512,1230,SHAFFER RD,3204,,,,95060,,63a6f584d53afd11
-122.0611785,36.9591512,1230,SHAFFER RD,3202,,,,95060,,08bbc673b6071584
-122.0611785,36.9591512,1230,SHAFFER RD,3302,,,,95060,,ce5eaf445cbc1a9f
-122.0611785,36.9591512,1230,SHAFFER RD,3303,,,,95060,,af30ebecb6cfd676
-122.0611785,36.9591512,1230,SHAFFER RD,3301,,,,95060,,10216f9d073d3884
-122.0611785,36.9591512,1230,SHAFFER RD,3304,,,,95060,,e03e0f7964309bec
-122.0611785,36.9591512,1240,SHAFFER RD,,,,,95060,,d71850628baa8d56
-122.0611785,36.9591512,1230,SHAFFER RD,3308,,,,95060,,6c38157c89a8ae7b
-122.0611785,36.9591512,1230,SHAFFER RD,3305,,,,95060,,f9267ae52dfedae8
-122.0611785,36.9591512,1230,SHAFFER RD,3307,,,,95060,,7abdc63dade9c940
-122.0611785,36.9591512,1230,SHAFFER RD,3306,,,,95060,,c04665ae6c42c897
-122.0611785,36.9591512,1250,SHAFFER RD,5102,,,,95060,,2e4e195c2c163b0a
-122.0611785,36.9591512,1250,SHAFFER RD,,,,,95060,,6213a3fa284981df
-122.0611785,36.9591512,1250,SHAFFER RD,5101,,,,95060,,ad78c8a2ca3412e0
-122.0611785,36.9591512,1250,SHAFFER RD,5103,,,,95060,,97d246db59ed130a
-122.0611785,36.9591512,1250,SHAFFER RD,5106,,,,95060,,3d5eb3c97a304eff
-122.0611785,36.9591512,1250,SHAFFER RD,5107,,,,95060,,d3a37e9134ccb6f2
-122.0611785,36.9591512,1250,SHAFFER RD,5201,,,,95060,,71603de5162c88c4
-122.0611785,36.9591512,1250,SHAFFER RD,5105,,,,95060,,c659706800f1020a
-122.0611785,36.9591512,1250,SHAFFER RD,5104,,,,95060,,3441abdef0392a8b
-122.0611785,36.9591512,1250,SHAFFER RD,5202,,,,95060,,1b606fa572b39b81
-122.0611785,36.9591512,1250,SHAFFER RD,5108,,,,95060,,af033a9f58335749
-122.0611785,36.9591512,1250,SHAFFER RD,5208,,,,95060,,dbba91bbee0c762b
-122.0611785,36.9591512,1250,SHAFFER RD,5207,,,,95060,,0219d8668a5ff8c6
-122.0611785,36.9591512,1250,SHAFFER RD,5206,,,,95060,,2ed9be0ab12a20bc
-122.0611785,36.9591512,1250,SHAFFER RD,5203,,,,95060,,a578a5069cd34508
-122.0611785,36.9591512,1250,SHAFFER RD,5302,,,,95060,,05384b93d3ee1dbd
-122.0611785,36.9591512,1250,SHAFFER RD,5204,,,,95060,,d32ed64735aaf6d0
-122.0611785,36.9591512,1250,SHAFFER RD,5205,,,,95060,,9974eb09c60efeec
-122.0611785,36.9591512,1250,SHAFFER RD,5303,,,,95060,,1aa93f0ac09d20a8
-122.0611785,36.9591512,1250,SHAFFER RD,5301,,,,95060,,a91102d967088233
-122.0611785,36.9591512,1250,SHAFFER RD,5304,,,,95060,,d8a783b45cf49379
-122.0611785,36.9591512,1250,SHAFFER RD,5305,,,,95060,,562651f11df70901
-122.0611785,36.9591512,1250,SHAFFER RD,5307,,,,95060,,cff320c26fb7a933
-122.0611785,36.9591512,1250,SHAFFER RD,5306,,,,95060,,7fca4f36fa5bc022
-122.0611785,36.9591512,1260,SHAFFER RD,,,,,95060,,46eee5b8c9fd8783
-122.0611785,36.9591512,1260,SHAFFER RD,6101,,,,95060,,4ffbe46b0311faae
-122.0611785,36.9591512,1250,SHAFFER RD,5308,,,,95060,,b9d915caf8c4ef22
-122.0611785,36.9591512,1260,SHAFFER RD,6103,,,,95060,,9b8f553f8d68be10
-122.0611785,36.9591512,1260,SHAFFER RD,6107,,,,95060,,a9f6edb20bc4f547
-122.0611785,36.9591512,1260,SHAFFER RD,6104,,,,95060,,00efaedaf9b64f60
-122.0611785,36.9591512,1260,SHAFFER RD,6105,,,,95060,,761075a6165ecc89
-122.0611785,36.9591512,1260,SHAFFER RD,6102,,,,95060,,75d341012edab873
-122.0611785,36.9591512,1260,SHAFFER RD,6108,,,,95060,,4c0aac5bff6b326f
-122.0611785,36.9591512,1260,SHAFFER RD,6201,,,,95060,,2c12ae2ec8939092
-122.0611785,36.9591512,1260,SHAFFER RD,6106,,,,95060,,058d45c793faeb3f
-122.0611785,36.9591512,1260,SHAFFER RD,6207,,,,95060,,401739b2756246f8
-122.0611785,36.9591512,1260,SHAFFER RD,6203,,,,95060,,59467bcfee74eb99
-122.0611785,36.9591512,1260,SHAFFER RD,6206,,,,95060,,2ca31c97289ca7fa
-122.0611785,36.9591512,1260,SHAFFER RD,6204,,,,95060,,2b2311ace9fe5ebe
-122.0611785,36.9591512,1260,SHAFFER RD,6202,,,,95060,,ce1d00a4fb7fdacc
-122.0611785,36.9591512,1260,SHAFFER RD,6301,,,,95060,,0eb236234931dec8
-122.0611785,36.9591512,1260,SHAFFER RD,6208,,,,95060,,cc09f8651ba27ca2
-122.0611785,36.9591512,1260,SHAFFER RD,6303,,,,95060,,08c42b521025b445
-122.0611785,36.9591512,1260,SHAFFER RD,6205,,,,95060,,8e738bbd761e79c6
-122.0611785,36.9591512,1260,SHAFFER RD,6305,,,,95060,,ab58b1cc8fb7f7d0
-122.0611785,36.9591512,1260,SHAFFER RD,6304,,,,95060,,319028a56df94252
-122.0611785,36.9591512,1260,SHAFFER RD,6302,,,,95060,,4ab1becd33445345
-122.0611785,36.9591512,1260,SHAFFER RD,6308,,,,95060,,16bf8a4bd9971faf
-122.0611785,36.9591512,1260,SHAFFER RD,6307,,,,95060,,80c2d5dba8b8032a
-122.0611785,36.9591512,1270,SHAFFER RD,7102,,,,95060,,fd79ed99b082a0f0
-122.0611785,36.9591512,1260,SHAFFER RD,6306,,,,95060,,3b2370ee20b4fb75
-122.0611785,36.9591512,1270,SHAFFER RD,7101,,,,95060,,5c5107e04ab8b951
-122.0611785,36.9591512,1270,SHAFFER RD,7301,,,,95060,,1d6e6e4e3e776486
-122.0611785,36.9591512,1270,SHAFFER RD,7203,,,,95060,,05b87052868623f4
-122.0611785,36.9591512,1270,SHAFFER RD,7201,,,,95060,,d3f070a21951de28
-122.0611785,36.9591512,1270,SHAFFER RD,7202,,,,95060,,97e772daa2678a71
-122.0611785,36.9591512,1270,SHAFFER RD,7303,,,,95060,,becf910713abd8bb
-122.0611785,36.9591512,1270,SHAFFER RD,7304,,,,95060,,9136302c31c4ef02
-122.0611785,36.9591512,1270,SHAFFER RD,7204,,,,95060,,8be25f52277f9e20
-122.0611785,36.9591512,1270,SHAFFER RD,7302,,,,95060,,0e82b306b119f8b7
-122.0611785,36.9591512,1280,SHAFFER RD,,,,,95060,,1824467793f83748
-122.0611785,36.9591512,1280,SHAFFER RD,8101,,,,95060,,15029c3afb9454cb
-122.0611785,36.9591512,1280,SHAFFER RD,8103,,,,95060,,b53b96c91e784c7f
-122.0611785,36.9591512,1280,SHAFFER RD,8201,,,,95060,,42dfcb12cfe77464
-122.0611785,36.9591512,1280,SHAFFER RD,8102,,,,95060,,832500d98bfc1f4e
-122.0611785,36.9591512,1280,SHAFFER RD,8202,,,,95060,,e3d07a3e78c85f78
-122.0611785,36.9591512,1280,SHAFFER RD,8204,,,,95060,,a22cbc702867f6a5
-122.0611785,36.9591512,1280,SHAFFER RD,8206,,,,95060,,6d81648e82e390bd
-122.0611785,36.9591512,1280,SHAFFER RD,8203,,,,95060,,730d0a5eb5cf2c99
-122.0611785,36.9591512,1280,SHAFFER RD,8104,,,,95060,,ecbcfe07d45f44dd
-122.0611785,36.9591512,1280,SHAFFER RD,8205,,,,95060,,c57504b813266d87
-122.0611785,36.9591512,1280,SHAFFER RD,8207,,,,95060,,364fe99c10771a1d
-122.0611785,36.9591512,1280,SHAFFER RD,8301,,,,95060,,31c06bb8a8a54e86
-122.0611785,36.9591512,1280,SHAFFER RD,8303,,,,95060,,525ffe7743762ebb
-122.0611785,36.9591512,1280,SHAFFER RD,8302,,,,95060,,b74600f664a31390
-122.0611785,36.9591512,1280,SHAFFER RD,8306,,,,95060,,9f5530a4cf3b1a83
-122.0611785,36.9591512,1280,SHAFFER RD,8305,,,,95060,,69812c896e7d74da
-122.0611785,36.9591512,1280,SHAFFER RD,8307,,,,95060,,f0ed255a2fd75436
-122.0611785,36.9591512,1280,SHAFFER RD,8304,,,,95060,,031a450f639a351c
-122.0611785,36.9591512,1280,SHAFFER RD,8208,,,,95060,,58e6301c73aed96e
-122.0611785,36.9591512,1280,SHAFFER RD,8308,,,,95060,,bf1ce9ed3b1c6f89
-122.0611785,36.9591512,1280,SHAFFER RD,BLDG 7,,,,95060,,f390a4c030d72846
-122.0611785,36.9591512,1290,SHAFFER RD,9104,,,,95060,,f1077161c229d634
-122.0611785,36.9591512,1290,SHAFFER RD,9103,,,,95060,,c9cee28140a56f3e
-122.0611785,36.9591512,1290,SHAFFER RD,9202,,,,95060,,387b9c2a61f5f87e
-122.0611785,36.9591512,1290,SHAFFER RD,9201,,,,95060,,9ed4b78665f05c90
-122.0611785,36.9591512,1290,SHAFFER RD,9205,,,,95060,,465cc9477edc1f63
-122.0611785,36.9591512,1290,SHAFFER RD,9102,,,,95060,,47c696b0885ae335
-122.0611785,36.9591512,1290,SHAFFER RD,9101,,,,95060,,a657dbb970b14090
-122.0611785,36.9591512,1290,SHAFFER RD,9208,,,,95060,,1187a077e5137f3a
-122.0611785,36.9591512,1290,SHAFFER RD,9206,,,,95060,,ef43860c57fe393b
-122.0611785,36.9591512,1290,SHAFFER RD,9204,,,,95060,,534a66354ef0fba2
-122.0611785,36.9591512,1290,SHAFFER RD,9301,,,,95060,,accd5d48eb3dd3b1
-122.0611785,36.9591512,1290,SHAFFER RD,9207,,,,95060,,43edd4b79363c75f
-122.0611785,36.9591512,1290,SHAFFER RD,9304,,,,95060,,8205d11c890084d7
-122.0611785,36.9591512,1290,SHAFFER RD,9302,,,,95060,,cab65d54a8123d04
-122.0611785,36.9591512,1290,SHAFFER RD,9203,,,,95060,,790bac3338af8799
-122.0611785,36.9591512,1290,SHAFFER RD,9308,,,,95060,,393a1be6d0faa1b6
-122.0611785,36.9591512,1290,SHAFFER RD,9303,,,,95060,,e2352449a399936a
-122.0611785,36.9591512,1290,SHAFFER RD,9306,,,,95060,,1bd9d83dac82537a
-122.0611785,36.9591512,1290,SHAFFER RD,9305,,,,95060,,6461518f548a734f
-122.0396034,36.9798533,200,SHELDON AVE,,,,,95060,,4799c2573dcbbb64
-122.0667186,36.9517242,1451,SHAFFER RD,,,,,95060,,55ebb700507d0f83
-122.0611785,36.9591512,1290,SHAFFER RD,9307,,,,95060,,980ff7a1c14104c2
-122.0401666,36.9798658,203,SHELDON AVE,,,,,95060,,477b0b4b7ec0c260
-122.0402525,36.9800787,209,SHELDON AVE,,,,,95060,,ab3c25bab6195d5b
-122.0396928,36.9800612,206,SHELDON AVE,,,,,95060,,435d61b7e5ac2f9f
-122.0398472,36.9804815,218,SHELDON AVE,,,,,95060,,f90f5e511a159173
-122.0397703,36.9802719,212,SHELDON AVE,,,,,95060,,d1915685d761f2c8
-122.0399245,36.9806911,224,SHELDON AVE,,,,,95060,,73404f8e524ea7f8
-122.0406899,36.9811099,233,SHELDON AVE,,,,,95060,,153c0566dfd0c2a7
-122.039959,36.9809202,230,SHELDON AVE,,,,,95060,,fbfe62f083cc3d0e
-122.0403281,36.9802842,215,SHELDON AVE,,,,,95060,,bd6bedee1229992c
-122.040354,36.981544,244,SHELDON AVE,,,,,95060,,37ce1f147dc7d267
-122.0398634,36.9812161,236,SHELDON AVE,,,,,95060,,b26dd0081cd24198
-122.0408791,36.9812257,239,SHELDON AVE,,,,,95060,,41d6ea911ad2d03e
-122.0410628,36.9813491,245,SHELDON AVE,,,,,95060,,e6e83a4772ae4f4a
-122.0412465,36.9814726,251,SHELDON AVE,,,,,95060,,ce4db38a60e7b565
-122.0400252,36.9814345,240,SHELDON AVE,,,,,95060,,be38e1c001e667c8
-122.0414303,36.981596,257,SHELDON AVE,,,,,95060,,22a13f7a23ce00bf
-122.0405758,36.9816983,250,SHELDON AVE,,,,,95060,,cdb18e48cd025685
-122.0407814,36.9818258,256,SHELDON AVE,,,,,95060,,2e895a1ca0ef31c6
-122.0410331,36.9819251,262,SHELDON AVE,,,,,95060,,2940c96dd3ac37dd
-122.0418182,36.9818515,269,SHELDON AVE,,,,,95060,,5b9986541e914afe
-122.0412789,36.9820365,268,SHELDON AVE,,,,,95060,,148959c9a4354e93
-122.0416159,36.9817191,263,SHELDON AVE,,,,,95060,,3496a872e3f854ae
-122.0414458,36.9821847,274,SHELDON AVE,,,,,95060,,6a99e04c99e78469
-122.0308514,36.9654308,101,SHELTER LAGOON DR,,,,,95060,,6e0729ac91dc669d
-122.042099,36.9822568,281,SHELDON AVE,,,,,95060,,0deb068faf7e09f8
-122.0420102,36.9820104,277,SHELDON AVE,,,,,95060,,a1c6a53a811ff5b1
-122.0309946,36.9655254,104,SHELTER LAGOON DR,,,,,95060,,c51edc11bcc26131
-122.0317918,36.9649176,101,SHELTER LAGOON DR,CMN-15,,,,95060,,e4d9a09986186b62
-122.0308989,36.965462,102,SHELTER LAGOON DR,,,,,95060,,2dbd68060d422645
-122.031335,36.9659632,107,SHELTER LAGOON DR,,,,,95060,,472276fda6eb56ed
-122.0309463,36.9654889,103,SHELTER LAGOON DR,,,,,95060,,aa2924e0df059058
-122.0313116,36.9658965,106,SHELTER LAGOON DR,,,,,95060,,27420b02c7ec81a0
-122.0312107,36.9655648,109,SHELTER LAGOON DR,,,,,95060,,6a36964d53b095f2
-122.0313537,36.9660166,108,SHELTER LAGOON DR,,,,,95060,,3b75cac3af7a0201
-122.0312407,36.9655222,110,SHELTER LAGOON DR,,,,,95060,,ae7f266038930c90
-122.0312934,36.9658433,105,SHELTER LAGOON DR,,,,,95060,,f3fc53c32774f08e
-122.0312729,36.9654813,111,SHELTER LAGOON DR,,,,,95060,,148967c8688246ac
-122.0313686,36.9653654,114,SHELTER LAGOON DR,,,,,95060,,30bc0170e8d41908
-122.0313025,36.9654445,112,SHELTER LAGOON DR,,,,,95060,,3ddf14c8ae7e723a
-122.031334,36.9654051,113,SHELTER LAGOON DR,,,,,95060,,6d7208a484a5c19b
-122.0321244,36.9649039,116,SHELTER LAGOON DR,,,,,95060,,6fd7f73ca773a9bd
-122.0321705,36.964814,118,SHELTER LAGOON DR,,,,,95060,,6b6211b971ad4184
-122.0322078,36.9647771,119,SHELTER LAGOON DR,,,,,95060,,3885f9a677e544a0
-122.0322415,36.9647429,120,SHELTER LAGOON DR,,,,,95060,,a1ddbcb93319d6b8
-122.0321624,36.964866,117,SHELTER LAGOON DR,,,,,95060,,f0aa6eeb9041c2bf
-122.0320831,36.9649412,115,SHELTER LAGOON DR,,,,,95060,,1fa7fede5f529478
-122.0322784,36.9647058,121,SHELTER LAGOON DR,,,,,95060,,05954595f645f21d
-122.0323034,36.9645877,122,SHELTER LAGOON DR,,,,,95060,,1e14d7997de07231
-122.0323837,36.9644666,125,SHELTER LAGOON DR,,,,,95060,,e377b52b4344dd61
-122.0324454,36.9643847,127,SHELTER LAGOON DR,,,,,95060,,97cb00077ae6dd9e
-122.0323369,36.9645474,123,SHELTER LAGOON DR,,,,,95060,,9ad4845f464a00ae
-122.0324147,36.9644271,126,SHELTER LAGOON DR,,,,,95060,,e6855cbfa8cdc5a9
-122.0324221,36.9642031,128,SHELTER LAGOON DR,,,,,95060,,b425993923af2d4a
-122.0326014,36.9642433,131,SHELTER LAGOON DR,,,,,95060,,74232f98fb357cb1
-122.0325384,36.9642414,130,SHELTER LAGOON DR,,,,,95060,,09a72626f9b9d96d
-122.0324796,36.9642372,129,SHELTER LAGOON DR,,,,,95060,,69e7c02c691f0cbc
-122.0323674,36.9645091,124,SHELTER LAGOON DR,,,,,95060,,ebd1e08dc8e76f53
-122.0327759,36.9643667,133,SHELTER LAGOON DR,,,,,95060,,1910b81238ef8822
-122.0328306,36.9643825,134,SHELTER LAGOON DR,,,,,95060,,bcd3c149511f3631
-122.0327317,36.9643164,132,SHELTER LAGOON DR,,,,,95060,,3d300f3bb1bd86f5
-122.0328769,36.9644071,135,SHELTER LAGOON DR,,,,,95060,,ad1c3304f228210a
-122.0329839,36.9644517,137,SHELTER LAGOON DR,,,,,95060,,a8b637d8eb51219c
-122.0330886,36.9645795,138,SHELTER LAGOON DR,,,,,95060,,8dc3791854271ebb
-122.0331383,36.9646086,139,SHELTER LAGOON DR,,,,,95060,,f6370b4cf5b216fd
-122.0329317,36.9644234,136,SHELTER LAGOON DR,,,,,95060,,28ea55e2bf8d644f
-122.033249,36.9646608,141,SHELTER LAGOON DR,,,,,95060,,c332331a54ab2df2
-122.0331872,36.9646335,140,SHELTER LAGOON DR,,,,,95060,,d7138efffb3d35ee
-122.0333075,36.9646908,142,SHELTER LAGOON DR,,,,,95060,,fea99d44070b3006
-122.0329935,36.9647723,144,SHELTER LAGOON DR,,,,,95060,,5c53fe44c74b0dda
-122.0330529,36.9647289,143,SHELTER LAGOON DR,,,,,95060,,1c9b2d6e3c8b88a8
-122.0329566,36.9648181,145,SHELTER LAGOON DR,,,,,95060,,101862416da2051f
-122.0328603,36.9649153,147,SHELTER LAGOON DR,,,,,95060,,7c87641cf2154015
-122.0332486,36.9643403,200,SHELTER LAGOON DR,,,,,95060,,91246b28c0ffbbcd
-122.0328966,36.9648688,146,SHELTER LAGOON DR,,,,,95060,,9d5a634d2e5e5b98
-122.0400924,36.9721189,118,SHERMAN ST,,,,,95060,,fc2bd8e633a47a9a
-122.0404304,36.9716856,115,SHERMAN ST,,,,,95060,,aeedba288f26c6b0
-122.0399589,36.9720329,114,SHERMAN ST,,,,,95060,,f8fc46af3e8b2dda
-122.0406306,36.9718146,119,SHERMAN ST,,,,,95060,,db704c325bc1d6a1
-122.0400496,36.9715725,105,SHERMAN ST,,,,,95060,,7217b3af59c7ad23
-122.0402259,36.9722048,122,SHERMAN ST,,,,,95060,,a00b9eac39b04bd5
-122.0400496,36.9715725,103,SHERMAN ST,,,,,95060,,f45c66de3a194721
-122.040764,36.9719006,123,SHERMAN ST,,,,,95060,,f69dc541b572d935
-122.0403594,36.9722907,126,SHERMAN ST,,,,,95060,,a59058fea4a97d96
-122.0404928,36.9723767,130,SHERMAN ST,,,,,95060,,76a9455c453f02fc
-122.0408975,36.9719865,127,SHERMAN ST,,,,,95060,,2a15fe6d817091c6
-122.0411645,36.9721585,137,SHERMAN ST,,,,,95060,,3bec04dfb3495c68
-122.041031,36.9720725,133,SHERMAN ST,,,,,95060,,632d07472b107b43
-122.0406263,36.9724626,134,SHERMAN ST,,,,,95060,,e97dba362913481f
-122.0407598,36.9725486,138,SHERMAN ST,,,,,95060,,116a884d57361cc3
-122.0412979,36.9722444,139,SHERMAN ST,,,,,95060,,d79a0aee22904a27
-122.0408933,36.9726345,142,SHERMAN ST,,,,,95060,,5ffd22e70a91e02e
-122.0410268,36.9727205,146,SHERMAN ST,,,,,95060,,a1f7dc2ec08acc49
-122.0414314,36.9723304,143,SHERMAN ST,,,,,95060,,c2b559e6a3014827
-122.0415649,36.9724163,147,SHERMAN ST,,,,,95060,,e7a02e3b8d66fb1f
-122.0418318,36.9725883,205,SHERMAN ST,,,,,95060,,76c5803a2cd5a33e
-122.041997,36.9727061,213,SHERMAN ST,,,,,95060,,aaf055ac906469d0
