         31363392 function calls (31216471 primitive calls) in 171.565 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.035    0.035  171.597  171.597 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.003    0.003  171.326  171.326 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    5.262    5.262  169.816  169.816 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
    22850   36.061    0.002  125.479    0.005 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
    22851   37.115    0.002   51.056    0.002 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
  1965598   38.831    0.000   38.831    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
  3274440   27.421    0.000   29.747    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
    22851    0.042    0.000   10.377    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
45717/22856    0.283    0.000   10.336    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
    22851    5.703    0.000    9.746    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
  2294165    3.137    0.000    3.137    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
    45702    0.463    0.000    2.868    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
  3279562    1.694    0.000    2.329    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
    45703    0.559    0.000    1.886    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
   137113    0.470    0.000    1.771    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
    45706    0.526    0.000    1.645    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
   159956    0.449    0.000    1.487    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
  2939913    1.306    0.000    1.306    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
  1937244    1.070    0.000    1.070    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
   668598    1.044    0.000    1.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
    91400    0.072    0.000    1.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:560(get_array)
    91400    0.432    0.000    0.939    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:582(_get_data)
   159956    0.478    0.000    0.842    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:393(_get_any)
    22851    0.021    0.000    0.736    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2293(new_property)
  3690883    0.708    0.000    0.708    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
