         2762536 function calls (2635548 primitive calls) in 5.192 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.004    0.004    5.192    5.192 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.002    0.002    4.958    4.958 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    0.095    0.095    3.372    3.372 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
      457    0.618    0.001    2.142    0.005 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
      458    0.772    0.002    1.019    0.002 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
    46257    0.777    0.000    0.777    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
        1    0.089    0.089    0.697    0.697 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
    68074    0.471    0.000    0.512    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
        1    0.025    0.025    0.488    0.488 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.026    0.009    0.343    0.114 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
    30650    0.135    0.000    0.305    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        1    0.020    0.020    0.278    0.278 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
        1    0.000    0.000    0.238    0.238 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.238    0.119 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.234    0.234 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    23295    0.018    0.000    0.201    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     2753    0.007    0.000    0.198    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
        1    0.006    0.006    0.197    0.197 /Users/fkauker/Documents/code/link/link/solve/util.py:301(make_o_graph)
     2752    0.071    0.000    0.180    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2049(add_edge)
    30650    0.028    0.000    0.174    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
      458    0.001    0.000    0.173    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
  931/463    0.005    0.000    0.172    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
      458    0.091    0.000    0.162    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
        1    0.019    0.019    0.152    0.152 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
     4108    0.005    0.000    0.152    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     4108    0.143    0.000    0.143    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        9    0.000    0.000    0.139    0.015 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:171(__call__)
        9    0.138    0.015    0.139    0.015 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:101(__call__)
    30650    0.047    0.000    0.139    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
        1    0.000    0.000    0.138    0.138 /Users/fkauker/Documents/code/link/link/solve/util.py:176(make_tb_objects)
    16641    0.013    0.000    0.133    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
    16641    0.020    0.000    0.120    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
    46476    0.012    0.000    0.119    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
124418/46476    0.048    0.000    0.107    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
    30650    0.056    0.000    0.105    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
      457    0.001    0.000    0.100    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1463(__getitem__)
      457    0.002    0.000    0.098    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1854(_getitem_axis)
    61300    0.088    0.000    0.096    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
62950/46468    0.031    0.000    0.094    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    0.090    0.090 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
    30650    0.053    0.000    0.079    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
      920    0.007    0.000    0.077    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:166(__init__)
    16641    0.055    0.000    0.075    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
      457    0.001    0.000    0.074    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:124(_get_label)
      457    0.005    0.000    0.073    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:2893(xs)
33534/8218    0.033    0.000    0.073    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
        1    0.000    0.000    0.072    0.072 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
    13889    0.023    0.000    0.072    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
        1    0.000    0.000    0.071    0.071 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.071    0.071 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.071    0.071    0.071    0.071 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
        1    0.000    0.000    0.068    0.068 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    57411    0.023    0.000    0.056    0.000 {method 'update' of 'dict' objects}
144306/143400    0.035    0.000    0.054    0.000 {built-in method builtins.isinstance}
    44605    0.051    0.000    0.051    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
      916    0.008    0.000    0.050    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
     8218    0.014    0.000    0.049    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    54322    0.046    0.000    0.046    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
    73098    0.032    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
     2753    0.006    0.000    0.042    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
     5024    0.038    0.000    0.041    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:459(__setitem__)
    16498    0.009    0.000    0.041    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
    43343    0.030    0.000    0.040    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
      928    0.004    0.000    0.036    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4019(_sanitize_array)
      917    0.010    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
      920    0.010    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
     2755    0.008    0.000    0.032    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
        1    0.000    0.000    0.032    0.032 /Users/fkauker/Documents/code/link/link/solve/pmed.py:9(solve)
        1    0.004    0.004    0.032    0.032 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
     1371    0.003    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:764(__getitem__)
     8256    0.022    0.000    0.028    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
        1    0.007    0.007    0.028    0.028 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
        2    0.006    0.003    0.028    0.014 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
      458    0.001    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/frame.py:730(iterrows)
     1371    0.005    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/base.py:3090(get_value)
      922    0.002    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4036(_try_cast)
     2271    0.002    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     3205    0.008    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
     2753    0.003    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
    58037    0.023    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
     2271    0.004    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
   153708    0.023    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
     8256    0.008    0.000    0.022    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
    18912    0.015    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:257(_geom)
        1    0.003    0.003    0.021    0.021 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
     1828    0.001    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:560(get_array)
     1356    0.020    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1948(add_vertex)
    13889    0.019    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
     1828    0.009    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:582(_get_data)
    40296    0.018    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
    30650    0.013    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/topology.py:16(_validate)
     1357    0.001    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
     1357    0.001    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
      920    0.002    0.000    0.016    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:4639(__init__)
    98158    0.016    0.000    0.016    0.000 {method 'get' of 'dict' objects}
     1377    0.002    0.000    0.016    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:4362(__getattr__)
     2271    0.013    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
      457    0.002    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1762(_validate_key)
     8259    0.012    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
     3205    0.008    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:393(_get_any)
    46476    0.014    0.000    0.014    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     2768    0.004    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/abc.py:180(__instancecheck__)
    81345    0.013    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
      458    0.000    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2293(new_property)
    93448    0.013    0.000    0.013    0.000 {built-in method _ctypes.byref}
      926    0.002    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:3191(make_block)
     2755    0.004    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:270(_converter)
     3677    0.006    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:208(_type_alias)
     5504    0.010    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
    74/32    0.000    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/functools.py:802(wrapper)
    43343    0.011    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:167(__init__)
      922    0.004    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:853(maybe_castable)
    26864    0.010    0.000    0.010    0.000 {method 'insert' of 'list' objects}
    16040    0.007    0.000    0.010    0.000 {built-in method builtins.getattr}
11651/10883    0.004    0.000    0.010    0.000 {built-in method builtins.issubclass}
32805/28659    0.007    0.000    0.010    0.000 {built-in method builtins.len}
     8256    0.007    0.000    0.009    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
     2310    0.001    0.000    0.009    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/inference.py:251(is_list_like)
    77606    0.009    0.000    0.009    0.000 {built-in method builtins.id}
      457    0.001    0.000    0.009    0.000 {method 'max' of 'numpy.ndarray' objects}
