         10230323 function calls (9009036 primitive calls) in 31.698 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.018    0.018   31.698   31.698 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.000    0.000   29.276   29.276 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.376    0.376   27.485   27.485 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.418    0.009   25.310    0.562 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   23.762   23.762 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   23.762    0.540 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.001    0.000   23.701    0.551 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    24461    0.184    0.000   22.938    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
   201299    0.344    0.000   22.903    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    36404    0.128    0.000   21.957    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    36404   21.726    0.001   21.726    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.205    0.205    1.678    1.678 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
        1    0.000    0.000    1.519    1.519 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
   489900    0.124    0.000    1.239    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
1311650/489900    0.515    0.000    1.115    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
296554/70844    0.476    0.000    1.045    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
663718/489892    0.304    0.000    0.987    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    0.795    0.795 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    70844    0.204    0.000    0.692    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    23125    0.103    0.000    0.689    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
        1    0.000    0.000    0.654    0.654 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
        1    0.000    0.000    0.649    0.649 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.649    0.649 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.541    0.541    0.649    0.649 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
        1    0.083    0.083    0.571    0.571 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
        1    0.059    0.059    0.550    0.550 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
    71960    0.129    0.000    0.499    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
        1    0.002    0.002    0.449    0.449 /Users/fkauker/Documents/code/link/link/solve/pcst.py:10(solve)
    70666    0.283    0.000    0.444    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
        1    0.068    0.068    0.382    0.382 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
    69375    0.331    0.000    0.354    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
    16970    0.032    0.000    0.348    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
