         15882077 function calls (13785934 primitive calls) in 32.024 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.012    0.012   32.024   32.024 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.000    0.000   28.588   28.588 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.441    0.441   26.450   26.450 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.387    0.009   24.460    0.544 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   22.890   22.890 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   22.890    0.520 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   22.824    0.531 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
   271595    0.272    0.000   22.219    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    33101    0.122    0.000   22.189    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    49364    0.082    0.000   21.468    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    49364   21.318    0.000   21.318    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.281    0.281    2.220    2.220 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
   872998    0.180    0.000    1.736    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
2337364/872998    0.730    0.000    1.556    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
1182754/872990    0.423    0.000    1.364    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    1.285    1.285 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
        1    0.000    0.000    1.164    1.164 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
        1    0.000    0.000    1.154    1.154 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    1.154    1.154 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
