         6585877 function calls (6332357 primitive calls) in 15.801 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.005    0.005   15.802   15.802 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.002    0.002   15.499   15.499 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    0.382    0.382   11.246   11.246 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
      975    2.338    0.002    7.230    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
      976    2.124    0.002    2.797    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
   132090    2.748    0.000    2.748    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
        1    0.324    0.324    2.526    2.526 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
   206575    1.792    0.000    1.953    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
    89952    0.466    0.000    1.047    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        1    0.050    0.050    1.035    1.035 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.048    0.016    0.770    0.257 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
    89952    0.100    0.000    0.609    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
        1    0.000    0.000    0.581    0.581 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.581    0.291 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.573    0.573 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
        1    0.018    0.018    0.527    0.527 /Users/fkauker/Documents/code/link/link/solve/util.py:301(make_o_graph)
    35308    0.033    0.000    0.515    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     4171    0.014    0.000    0.511    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
        1    0.042    0.042    0.509    0.509 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
      976    0.002    0.000    0.485    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
 1967/981    0.015    0.000    0.483    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
    89952    0.168    0.000    0.483    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
      976    0.255    0.000    0.453    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
     6227    0.010    0.000    0.422    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    46070    0.043    0.000    0.420    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
     6227    0.404    0.000    0.404    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
    46070    0.062    0.000    0.377    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
    89952    0.191    0.000    0.356    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
   179904    0.303    0.000    0.330    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
     4170    0.120    0.000    0.303    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2049(add_edge)
      975    0.002    0.000    0.271    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1463(__getitem__)
    89952    0.186    0.000    0.271    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
        1    0.034    0.034    0.270    0.270 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
      975    0.006    0.000    0.268    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1854(_getitem_axis)
    41900    0.083    0.000    0.267    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
    46070    0.182    0.000    0.232    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
     1956    0.021    0.000    0.212    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:166(__init__)
    99982    0.021    0.000    0.208    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
      975    0.002    0.000    0.202    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:124(_get_label)
      975    0.013    0.000    0.200    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:2893(xs)
   108413    0.066    0.000    0.191    0.000 {method 'update' of 'dict' objects}
   134411    0.189    0.000    0.189    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
267676/99982    0.087    0.000    0.187    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
   214754    0.124    0.000    0.168    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
135442/99974    0.051    0.000    0.166    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    0.159    0.159 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
   146555    0.155    0.000    0.155    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
    46399    0.030    0.000    0.142    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
     1952    0.023    0.000    0.141    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
        1    0.012    0.012    0.135    0.135 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
52972/12456    0.060    0.000    0.130    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
   108511    0.093    0.000    0.124    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
        1    0.000    0.000    0.121    0.121 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
   328899    0.082    0.000    0.120    0.000 {built-in method builtins.isinstance}
    12513    0.107    0.000    0.114    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
     1964    0.010    0.000    0.096    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4019(_sanitize_array)
     1953    0.028    0.000    0.094    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
   175336    0.089    0.000    0.089    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
    12456    0.024    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
        1    0.009    0.009    0.088    0.088 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
     5863    0.023    0.000    0.087    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
     8179    0.080    0.000    0.086    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:459(__setitem__)
     1956    0.027    0.000    0.083    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
     2925    0.008    0.000    0.080    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:764(__getitem__)
   122775    0.078    0.000    0.078    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
   450736    0.076    0.000    0.076    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
     4171    0.012    0.000    0.076    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    41900    0.073    0.000    0.073    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
      976    0.003    0.000    0.072    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/frame.py:730(iterrows)
     1958    0.004    0.000    0.071    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4036(_try_cast)
     6831    0.021    0.000    0.070    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
     2925    0.013    0.000    0.070    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/base.py:3090(get_value)
    50078    0.047    0.000    0.066    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:257(_geom)
        1    0.000    0.000    0.061    0.061 /Users/fkauker/Documents/code/link/link/solve/util.py:176(make_tb_objects)
    89952    0.043    0.000    0.057    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/topology.py:16(_validate)
     3900    0.004    0.000    0.056    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:560(get_array)
     4008    0.005    0.000    0.053    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     3900    0.024    0.000    0.052    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:582(_get_data)
   232325    0.047    0.000    0.047    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
        2    0.009    0.004    0.047    0.024 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
     4008    0.008    0.000    0.047    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
    12510    0.033    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
     2057    0.044    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1948(add_vertex)
   273080    0.044    0.000    0.044    0.000 {built-in method _ctypes.byref}
     1956    0.006    0.000    0.044    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:4639(__init__)
     2931    0.006    0.000    0.043    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:4362(__getattr__)
     4171    0.007    0.000    0.042    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
      975    0.004    0.000    0.041    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1762(_validate_key)
     6831    0.023    0.000    0.041    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:393(_get_any)
    81850    0.040    0.000    0.040    0.000 {method 'insert' of 'list' objects}
    12510    0.015    0.000    0.039    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
      976    0.001    0.000    0.036    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2293(new_property)
        1    0.006    0.006    0.036    0.036 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
   176896    0.035    0.000    0.035    0.000 {method 'get' of 'dict' objects}
     1962    0.005    0.000    0.034    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:3191(make_block)
     4008    0.027    0.000    0.032    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
     2058    0.001    0.000    0.031    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
     5863    0.010    0.000    0.031    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:270(_converter)
   108511    0.031    0.000    0.031    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:167(__init__)
     7821    0.016    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:208(_type_alias)
     2058    0.001    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
     1958    0.011    0.000    0.028    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:853(maybe_castable)
    99982    0.028    0.000    0.028    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    33394    0.021    0.000    0.027    0.000 {built-in method builtins.getattr}
      975    0.002    0.000    0.027    0.000 {method 'max' of 'numpy.ndarray' objects}
   108500    0.026    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:177(__getitem__)
    89952    0.026    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:41(__init__)
      975    0.001    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/_methods.py:26(_amax)
     3900    0.011    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:914(__new__)
61932/53125    0.018    0.000    0.025    0.000 {built-in method builtins.len}
      975    0.002    0.000    0.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:662(<lambda>)
      981    0.024    0.000    0.024    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      975    0.003    0.000    0.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:255(_convert_scalar_indexer)
    89952    0.023    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/impl.py:56(__getitem__)
     5863    0.004    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:438(__del__)
      975    0.012    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:615(__get_set_f_array)
     9795    0.022    0.000    0.022    0.000 {built-in method numpy.array}
5864/5863    0.007    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:231(_python_type)
     4900    0.003    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/inference.py:251(is_list_like)
     4903    0.003    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numeric.py:469(asarray)
     3900    0.007    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/base.py:1647(_convert_scalar_indexer)
     5876    0.012    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/abc.py:180(__instancecheck__)
     5863    0.018    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:428(__register_map)
     2950    0.007    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:365(issubdtype)
     3919    0.010    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:4378(__setattr__)
     8340    0.017    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
      985    0.006    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/cast.py:971(maybe_cast_to_datetime)
        1    0.001    0.001    0.019    0.019 /Users/fkauker/Documents/code/link/link/solve/util.py:186(<listcomp>)
        9    0.000    0.000    0.019    0.002 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:171(__call__)
        9    0.019    0.002    0.019    0.002 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:101(__call__)
     5863    0.017    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:433(__unregister_map)
      976    0.001    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:58(y)
     1950    0.013    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1965(pandas_dtype)
     5850    0.005    0.000    0.018    0.000 {pandas._libs.lib.values_from_object}
        1    0.001    0.001    0.018    0.018 /Users/fkauker/Documents/code/link/link/solve/util.py:185(<listcomp>)
    12510    0.013    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
        1    0.000    0.000    0.017    0.017 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
     1970    0.005    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:3148(get_block_type)
   131856    0.017    0.000    0.017    0.000 {built-in method builtins.id}
    16724    0.007    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/generic.py:7(_check)
     1975    0.006    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/_dtype.py:319(_name_get)
      976    0.001    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:53(x)
    89952    0.016    0.000    0.016    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geos.py:545(errcheck_predicate)
    12456    0.012    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:252(_keep_alive)
    10130    0.015    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1383(__getitem__)
      975    0.003    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/numeric.py:179(_convert_scalar_indexer)
        1    0.000    0.000    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.015    0.015    0.015    0.015 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
     8340    0.004    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:372(new_node_ok)
     9674    0.014    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:223(floatstr)
    16624    0.011    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:102(__getitem__)
      979    0.002    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1629(is_extension_type)
     3910    0.014    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3183(value_types)
    85861    0.013    0.000    0.013    0.000 {method 'add' of 'set' objects}
    16680    0.010    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:81(__getitem__)
     7816    0.013    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:552(value_type)
        1    0.000    0.000    0.013    0.013 /Users/fkauker/Documents/code/link/link/solve/pmed.py:9(solve)
     3900    0.003    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:390(_get_axis)
      975    0.001    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:164(_validate_dtype)
     5900    0.007    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numerictypes.py:293(issubclass_)
     2925    0.002    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:476(get_values)
     1962    0.006    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:116(__init__)
     5859    0.012    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1376(__init__)
      987    0.003    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/base.py:3071(get_loc)
     6227    0.005    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:296(__getitem__)
     2955    0.002    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/dtypes/common.py:122(is_sparse)
    59981    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
    74/32    0.000    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/functools.py:802(wrapper)
     8340    0.003    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:294(<genexpr>)
     2925    0.004    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:4752(get_values)
