         21382141 function calls (21242201 primitive calls) in 139.304 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.022    0.022  139.336  139.336 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.003    0.003  139.059  139.059 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    4.770    4.770  137.191  137.191 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
    15995   28.172    0.002  101.138    0.006 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
    15996   30.483    0.002   42.914    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
  1275523   30.435    0.000   30.435    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
  2122030   21.225    0.000   23.157    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
    15996    0.042    0.000    8.936    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
32007/16001    0.264    0.000    8.895    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
    15996    4.697    0.000    8.351    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
    31992    0.422    0.000    2.603    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
  1519430    2.491    0.000    2.491    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
  2127122    1.422    0.000    1.937    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
    31993    0.521    0.000    1.718    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
    95983    0.417    0.000    1.585    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
    31996    0.497    0.000    1.514    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
   111971    0.382    0.000    1.308    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
  1937438    1.131    0.000    1.131    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
    63980    0.071    0.000    1.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:560(get_array)
    63980    0.437    0.000    0.954    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:582(_get_data)
  1254024    0.919    0.000    0.919    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
   434003    0.897    0.000    0.897    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
   111971    0.425    0.000    0.759    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:393(_get_any)
        1    0.029    0.029    0.719    0.719 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        1    0.090    0.090    0.715    0.715 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
    15996    0.019    0.000    0.670    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2293(new_property)
  2415053    0.575    0.000    0.575    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
   127981    0.290    0.000    0.566    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:208(_type_alias)
    95983    0.177    0.000    0.566    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:270(_converter)
   836016    0.475    0.000    0.475    0.000 {method 'insert' of 'list' objects}
        3    0.038    0.013    0.463    0.154 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
    15995    0.032    0.000    0.457    0.000 {method 'max' of 'numpy.ndarray' objects}
    63980    0.194    0.000    0.452    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:914(__new__)
    15995    0.031    0.000    0.442    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:662(<lambda>)
    95983    0.080    0.000    0.430    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:438(__del__)
    15995    0.015    0.000    0.425    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/_methods.py:26(_amax)
    15995    0.224    0.000    0.411    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:615(__get_set_f_array)
    16001    0.409    0.000    0.409    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.028    0.028    0.392    0.392 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
95984/95983    0.117    0.000    0.389    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:231(_python_type)
    80003    0.064    0.000    0.384    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/numpy/core/numeric.py:469(asarray)
    95983    0.333    0.000    0.377    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:428(__register_map)
    95983    0.310    0.000    0.349    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:433(__unregister_map)
