         10230329 function calls (9009042 primitive calls) in 16.941 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.011    0.011   16.941   16.941 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.000    0.000   15.642   15.642 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.300    0.300   14.418   14.418 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.236    0.005   12.576    0.279 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   11.570   11.570 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   11.570    0.263 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   11.525    0.268 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
   201299    0.166    0.000   11.194    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    24461    0.074    0.000   11.180    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    36404    0.050    0.000   10.727    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    36404   10.635    0.000   10.635    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.146    0.146    1.137    1.137 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
   489900    0.090    0.000    0.887    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
        1    0.000    0.000    0.879    0.879 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
1311650/489900    0.370    0.000    0.796    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
663718/489892    0.220    0.000    0.699    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
    24418    0.016    0.000    0.659    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
296554/70844    0.304    0.000    0.650    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
    24418    0.024    0.000    0.643    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
        1    0.000    0.000    0.606    0.606 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    24418    0.483    0.000    0.586    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
        1    0.037    0.037    0.534    0.534 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
    70844    0.118    0.000    0.443    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    15803    0.110    0.000    0.385    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
    23125    0.053    0.000    0.354    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    71960    0.072    0.000    0.311    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
        1    0.001    0.001    0.303    0.303 /Users/fkauker/Documents/code/link/link/solve/pcst.py:10(solve)
       45    0.051    0.001    0.253    0.006 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
    15803    0.210    0.000    0.236    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
        1    0.057    0.057    0.226    0.226 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
    70666    0.166    0.000    0.215    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
    24419    0.032    0.000    0.212    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
    16970    0.017    0.000    0.196    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
        1    0.028    0.028    0.188    0.188 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
    16970    0.026    0.000    0.177    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
   134325    0.163    0.000    0.163    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
        1    0.100    0.100    0.161    0.161 /Users/fkauker/Documents/code/link/link/solve/util.py:220(match_solution)
    51549    0.025    0.000    0.158    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
    11987    0.007    0.000    0.156    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
    11315    0.007    0.000    0.155    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
    23124    0.130    0.000    0.134    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:285(adj)
