         1075926 function calls (957319 primitive calls) in 0.920 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.920    0.920 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.000    0.000    0.787    0.787 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.026    0.026    0.676    0.676 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.032    0.011    0.452    0.151 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.334    0.334 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.334    0.167 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.329    0.329 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    23295    0.024    0.000    0.284    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     2753    0.011    0.000    0.282    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
     4108    0.007    0.000    0.216    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     4108    0.203    0.000    0.203    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.000    0.000    0.119    0.119 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
        1    0.014    0.014    0.113    0.113 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
33534/8218    0.041    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
    45918    0.009    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
     2752    0.002    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
     2752    0.003    0.000    0.086    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
122924/45918    0.037    0.000    0.079    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
     2752    0.074    0.000    0.079    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
62194/45910    0.022    0.000    0.069    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    0.064    0.064 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
     8218    0.016    0.000    0.060    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
     2753    0.008    0.000    0.053    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
        1    0.004    0.004    0.037    0.037 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
        1    0.005    0.005    0.034    0.034 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
        1    0.000    0.000    0.031    0.031 /Users/fkauker/Documents/code/link/link/solve/pcst.py:10(solve)
     1357    0.001    0.000    0.028    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
        1    0.007    0.007    0.027    0.027 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
        3    0.005    0.002    0.027    0.009 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
     8256    0.010    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
     8256    0.020    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
     1813    0.002    0.000    0.022    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     2753    0.003    0.000    0.022    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
     1481    0.011    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
     1813    0.003    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
     1357    0.001    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
    81305    0.016    0.000    0.016    0.000 {method 'get' of 'dict' objects}
        1    0.010    0.010    0.016    0.016 /Users/fkauker/Documents/code/link/link/solve/util.py:220(match_solution)
     1813    0.013    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
    16453    0.011    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
