         121754189 function calls (119535885 primitive calls) in 305.626 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.074    0.074  305.639  305.639 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.245    0.245  302.674  302.674 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    6.358    6.358  216.865  216.865 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
     8742   49.406    0.006  130.272    0.015 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
  3244848   57.059    0.000   57.059    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
        1    7.085    7.085   56.148   56.148 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
     8743   43.288    0.005   48.697    0.006 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
  5307734   38.657    0.000   41.947    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
        1    0.313    0.313   24.597   24.597 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.313    0.007   22.781    0.506 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
  2188523    9.866    0.000   22.545    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        1    0.000    0.000   21.564   21.564 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   21.564    0.490 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   21.501    0.500 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    33101    0.108    0.000   21.013    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
   271595    0.229    0.000   21.010    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    49364    0.072    0.000   20.361    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
