         6586145 function calls (6332621 primitive calls) in 16.037 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.006    0.006   16.039   16.039 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.004    0.004   15.726   15.726 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    0.372    0.372   11.404   11.404 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
      975    2.354    0.002    7.284    0.007 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
      976    2.175    0.002    2.859    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
   132090    2.730    0.000    2.730    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
        1    0.306    0.306    2.393    2.393 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
   206575    1.804    0.000    1.962    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
        1    0.039    0.039    1.215    1.215 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
    89952    0.454    0.000    1.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        3    0.064    0.021    0.982    0.327 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.698    0.698 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.697    0.349 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.688    0.688 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    35308    0.045    0.000    0.626    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     4171    0.017    0.000    0.610    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    89952    0.095    0.000    0.574    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
        1    0.019    0.019    0.561    0.561 /Users/fkauker/Documents/code/link/link/solve/util.py:301(make_o_graph)
        1    0.052    0.052    0.509    0.509 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
     6227    0.011    0.000    0.503    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
 1967/981    0.015    0.000    0.499    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
      976    0.003    0.000    0.494    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
     6227    0.483    0.000    0.483    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
      976    0.263    0.000    0.463    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
