         6585881 function calls (6332361 primitive calls) in 15.423 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.005    0.005   15.425   15.425 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.002    0.002   15.152   15.152 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    0.359    0.359   11.112   11.112 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
      975    2.414    0.002    7.340    0.008 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
   132090    2.781    0.000    2.781    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
      976    2.029    0.002    2.708    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
        1    0.275    0.275    2.225    2.225 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
   206575    1.840    0.000    2.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
        1    0.048    0.048    1.057    1.057 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
    89952    0.436    0.000    0.989    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        3    0.042    0.014    0.796    0.265 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.022    0.022    0.611    0.611 /Users/fkauker/Documents/code/link/link/solve/util.py:301(make_o_graph)
    89952    0.090    0.000    0.563    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
        1    0.000    0.000    0.549    0.549 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.549    0.275 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.542    0.542 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
