         1008914542 function calls (1007381359 primitive calls) in 5077.020 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    2.284    2.284 5077.421 5077.421 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.104    0.104 5073.546 5073.546 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1  179.890  179.890 5032.899 5032.899 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
   240750 1293.662    0.005 3387.552    0.014 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
 78529710 1458.642    0.000 1458.642    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
130886020 1016.410    0.000 1103.684    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
   240751  558.909    0.002  713.316    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
   240751    0.495    0.000  114.218    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
481517/240756    3.078    0.000  113.723    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
   240751   63.752    0.000  107.434    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
 85831199  104.587    0.000  104.587    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
130930188   64.036    0.000   87.303    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
111912103   47.750    0.000   47.750    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
 78242712   41.814    0.000   41.814    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
