         1075948 function calls (957341 primitive calls) in 0.901 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.901    0.901 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.000    0.000    0.758    0.758 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.026    0.026    0.641    0.641 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.031    0.010    0.417    0.139 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.301    0.301 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.301    0.151 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.297    0.297 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    23295    0.023    0.000    0.254    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     2753    0.010    0.000    0.253    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
     4108    0.007    0.000    0.190    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     4108    0.177    0.000    0.177    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.015    0.015    0.123    0.123 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
        1    0.000    0.000    0.100    0.100 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
     1813    0.002    0.000    0.100    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     1813    0.003    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
    45918    0.010    0.000    0.096    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
     1813    0.085    0.000    0.091    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
