         1897992 function calls (1660235 primitive calls) in 1.673 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.003    0.003    1.673    1.673 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.000    0.000    1.391    1.391 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.037    0.037    1.112    1.112 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.047    0.016    0.905    0.302 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.618    0.618 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.618    0.309 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.612    0.612 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    35308    0.034    0.000    0.543    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     4171    0.014    0.000    0.538    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
     6227    0.010    0.000    0.448    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     6227    0.431    0.000    0.431    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.032    0.032    0.251    0.251 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
        1    0.000    0.000    0.203    0.203 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    97068    0.019    0.000    0.193    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
259874/97068    0.082    0.000    0.173    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
        1    0.000    0.000    0.163    0.163 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
131494/97060    0.048    0.000    0.153    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
    12510    0.014    0.000    0.144    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
52972/12456    0.055    0.000    0.119    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
        1    0.012    0.012    0.113    0.113 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
     8342    0.094    0.000    0.111    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:283(adj)
    12456    0.022    0.000    0.080    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
     4171    0.012    0.000    0.079    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
     3131    0.034    0.000    0.065    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        1    0.000    0.000    0.065    0.065 /Users/fkauker/Documents/code/link/link/solve/pcst.py:10(solve)
        1    0.034    0.034    0.055    0.055 /Users/fkauker/Documents/code/link/link/solve/util.py:220(match_solution)
        1    0.012    0.012    0.046    0.046 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
        3    0.008    0.003    0.043    0.014 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
    12510    0.029    0.000    0.039    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
     4171    0.005    0.000    0.034    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
     3032    0.003    0.000    0.034    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
        1    0.004    0.004    0.032    0.032 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
     3032    0.005    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
     9287    0.005    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
    23691    0.030    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
     3131    0.004    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
     8340    0.025    0.000    0.027    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
    97067    0.027    0.000    0.027    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     2058    0.001    0.000    0.027    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
     2058    0.001    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
   140705    0.025    0.000    0.025    0.000 {built-in method builtins.isinstance}
        1    0.023    0.023    0.024    0.024 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:887(add_edges_from)
   129560    0.024    0.000    0.024    0.000 {method 'get' of 'dict' objects}
    12513    0.019    0.000    0.024    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
     3131    0.008    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
     4170    0.003    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
     3032    0.019    0.000    0.021    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
     4170    0.004    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
    25782    0.015    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
     3131    0.011    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
    12510    0.013    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
    70231    0.017    0.000    0.017    0.000 {method 'update' of 'dict' objects}
     6262    0.014    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
     8340    0.004    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:372(new_node_ok)
    16624    0.012    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:102(__getitem__)
        1    0.000    0.000    0.014    0.014 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
    12456    0.011    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:252(_keep_alive)
