         15882136 function calls (13785993 primitive calls) in 33.721 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.011    0.011   33.721   33.721 /Users/fkauker/Documents/code/test_data/solve.py:54(main)
        1    0.000    0.000   31.505   31.505 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.450    0.450   29.210   29.210 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
       45    0.364    0.008   26.105    0.580 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   24.807   24.807 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   24.807    0.564 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   24.749    0.576 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    33101    0.131    0.000   24.179    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
   271595    0.272    0.000   24.171    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    49364    0.091    0.000   23.280    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    49364   23.114    0.000   23.114    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.248    0.248    1.965    1.965 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
   872998    0.159    0.000    1.537    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
    25610    0.944    0.000    1.424    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
2337364/872998    0.653    0.000    1.379    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
1182754/872990    0.374    0.000    1.206    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
        1    0.000    0.000    1.124    1.124 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
417597/95585    0.424    0.000    0.925    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
