         2762537 function calls (2635549 primitive calls) in 6.592 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.003    0.003    6.593    6.593 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.001    0.001    6.382    6.382 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1    0.131    0.131    4.302    4.302 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
      457    0.774    0.002    2.736    0.006 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
      458    0.945    0.002    1.280    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
    46257    1.011    0.000    1.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
        1    0.105    0.105    0.823    0.823 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
    68074    0.604    0.000    0.658    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
        1    0.028    0.028    0.644    0.644 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.035    0.012    0.482    0.161 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.026    0.026    0.377    0.377 /Users/fkauker/Documents/code/link/link/solve/nx2gt.py:35(nx2gt)
    30650    0.163    0.000    0.365    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
        1    0.012    0.012    0.360    0.360 /Users/fkauker/Documents/code/link/link/solve/util.py:301(make_o_graph)
        1    0.000    0.000    0.357    0.357 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.357    0.178 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.352    0.352 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
     2753    0.012    0.000    0.298    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    23295    0.026    0.000    0.296    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     2752    0.099    0.000    0.249    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2049(add_edge)
      458    0.001    0.000    0.245    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
  931/463    0.008    0.000    0.245    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
      458    0.126    0.000    0.229    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
     4108    0.008    0.000    0.221    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    30650    0.034    0.000    0.210    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
     4108    0.206    0.000    0.206    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
      457    0.002    0.000    0.195    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1463(__getitem__)
      457    0.004    0.000    0.193    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1854(_getitem_axis)
    30650    0.058    0.000    0.167    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
    16641    0.015    0.000    0.160    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
        9    0.000    0.000    0.159    0.018 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:171(__call__)
        9    0.158    0.018    0.159    0.018 /anaconda3/envs/link/lib/python3.6/site-packages/rpy2/robjects/functions.py:101(__call__)
        1    0.000    0.000    0.158    0.158 /Users/fkauker/Documents/code/link/link/solve/util.py:176(make_tb_objects)
      920    0.013    0.000    0.150    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:166(__init__)
    16641    0.022    0.000    0.145    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
      457    0.001    0.000    0.144    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:124(_get_label)
      457    0.009    0.000    0.142    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:2893(xs)
        1    0.016    0.016    0.125    0.125 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
    30650    0.067    0.000    0.124    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
    61300    0.105    0.000    0.115    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
        1    0.000    0.000    0.105    0.105 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
    46476    0.010    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
    30650    0.064    0.000    0.094    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
    16641    0.067    0.000    0.093    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
124418/46476    0.041    0.000    0.088    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
    13889    0.027    0.000    0.085    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
33534/8218    0.038    0.000    0.083    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
        1    0.000    0.000    0.079    0.079 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
62950/46468    0.024    0.000    0.077    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
144306/143400    0.045    0.000    0.076    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.074    0.074 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
        1    0.000    0.000    0.072    0.072 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.072    0.072 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.072    0.072    0.072    0.072 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
      916    0.011    0.000    0.072    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
      928    0.007    0.000    0.068    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4019(_sanitize_array)
    57411    0.027    0.000    0.066    0.000 {method 'update' of 'dict' objects}
    44605    0.064    0.000    0.064    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
    73098    0.043    0.000    0.058    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
     1371    0.006    0.000    0.057    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:764(__getitem__)
     5024    0.051    0.000    0.055    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:459(__setitem__)
     8218    0.016    0.000    0.055    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
    54322    0.054    0.000    0.054    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
        1    0.007    0.007    0.052    0.052 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
      458    0.002    0.000    0.050    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/frame.py:730(iterrows)
     1371    0.008    0.000    0.050    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexes/base.py:3090(get_value)
      917    0.016    0.000    0.049    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
     2753    0.007    0.000    0.048    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    16498    0.010    0.000    0.048    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
      922    0.003    0.000    0.048    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/series.py:4036(_try_cast)
    43343    0.035    0.000    0.047    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
     2755    0.012    0.000    0.045    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
      920    0.014    0.000    0.042    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
        1    0.000    0.000    0.042    0.042 /Users/fkauker/Documents/code/link/link/solve/pmed.py:9(solve)
     3205    0.011    0.000    0.036    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
      920    0.005    0.000    0.033    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:4639(__init__)
        2    0.006    0.003    0.030    0.015 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
     1377    0.004    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/generic.py:4362(__getattr__)
     8256    0.011    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
      457    0.003    0.000    0.030    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/indexing.py:1762(_validate_key)
     2271    0.003    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
    58037    0.029    0.000    0.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
     8256    0.023    0.000    0.028    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
     2753    0.004    0.000    0.028    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
      926    0.004    0.000    0.027    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/pandas/core/internals.py:3191(make_block)
   153708    0.026    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
     2271    0.004    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
