         1897986 function calls (1660229 primitive calls) in 1.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    1.610    1.610 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.000    0.000    1.256    1.256 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.037    0.037    1.077    1.077 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.045    0.015    0.759    0.253 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.601    0.601 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.600    0.300 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.590    0.590 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    35308    0.032    0.000    0.525    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     4171    0.014    0.000    0.522    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
     6227    0.009    0.000    0.435    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     6227    0.418    0.000    0.418    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.042    0.042    0.331    0.331 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
    97068    0.026    0.000    0.257    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
259874/97068    0.105    0.000    0.231    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
131494/97060    0.065    0.000    0.203    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:277(_iterencode_list)
     3032    0.003    0.000    0.140    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:37(__init__)
     3032    0.004    0.000    0.136    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:127(_set_coords)
        1    0.000    0.000    0.131    0.131 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
     3032    0.108    0.000    0.127    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/point.py:191(geos_point_from_py)
52972/12456    0.053    0.000    0.114    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
        1    0.000    0.000    0.112    0.112 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:864(to_undirected)
    12456    0.021    0.000    0.078    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:236(_deepcopy_dict)
        1    0.007    0.007    0.066    0.066 /Users/fkauker/Documents/code/link/link/solve/util.py:256(create_geojson)
     4171    0.009    0.000    0.061    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
        1    0.000    0.000    0.050    0.050 /Users/fkauker/Documents/code/link/link/solve/pcst.py:10(solve)
        3    0.009    0.003    0.044    0.015 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:487(add_nodes_from)
     4171    0.006    0.000    0.041    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:928(<genexpr>)
     3131    0.020    0.000    0.038    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
    12510    0.014    0.000    0.038    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:416(__getitem__)
        1    0.009    0.009    0.035    0.035 /Users/fkauker/Documents/code/link/link/solve/util.py:81(make_prox_graph)
   140705    0.033    0.000    0.033    0.000 {built-in method builtins.isinstance}
    97067    0.032    0.000    0.032    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    12510    0.024    0.000    0.032    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:337(add_edge)
        1    0.004    0.004    0.031    0.031 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:421(add_nodes_from)
        1    0.019    0.019    0.029    0.029 /Users/fkauker/Documents/code/link/link/solve/util.py:220(match_solution)
     2058    0.001    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1001(<genexpr>)
    23699    0.026    0.000    0.026    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:222(empty)
     9295    0.004    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:233(__del__)
     2058    0.001    0.000    0.025    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:920(<genexpr>)
     4170    0.003    0.000    0.023    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
        1    0.021    0.021    0.022    0.022 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:887(add_edges_from)
   129537    0.021    0.000    0.021    0.000 {method 'get' of 'dict' objects}
     4170    0.004    0.000    0.020    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
     8340    0.016    0.000    0.019    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:331(add_edge)
    25782    0.014    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:628(nodes)
    12510    0.013    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:389(edge_ok)
     3131    0.003    0.000    0.018    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:320(_get_coords)
     9392    0.017    0.000    0.017    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:223(floatstr)
    16624    0.014    0.000    0.016    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:102(__getitem__)
    70231    0.016    0.000    0.016    0.000 {method 'update' of 'dict' objects}
    12513    0.012    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:805(<genexpr>)
     8340    0.004    0.000    0.015    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:372(new_node_ok)
     3131    0.004    0.000    0.014    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:640(is_empty)
        1    0.000    0.000    0.014    0.014 /anaconda3/envs/link/lib/python3.6/json/__init__.py:274(load)
        1    0.000    0.000    0.014    0.014 /anaconda3/envs/link/lib/python3.6/json/__init__.py:302(loads)
        1    0.000    0.000    0.014    0.014 /anaconda3/envs/link/lib/python3.6/json/decoder.py:334(decode)
        1    0.014    0.014    0.014    0.014 /anaconda3/envs/link/lib/python3.6/json/decoder.py:345(raw_decode)
     6227    0.005    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:296(__getitem__)
    12456    0.010    0.000    0.013    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:252(_keep_alive)
   105996    0.012    0.000    0.012    0.000 {built-in method builtins.id}
    16680    0.009    0.000    0.012    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:81(__getitem__)
     8340    0.003    0.000    0.011    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:294(<genexpr>)
     4170    0.011    0.000    0.011    0.000 {shapely.speedups._speedups.geos_linestring_from_py}
     3131    0.006    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:48(__len__)
     4170    0.007    0.000    0.010    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:370(__getitem__)
        1    0.010    0.010    0.010    0.010 {built-in method pcst_fast.pcst_fast}
        2    0.001    0.000    0.009    0.005 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:27(connected_components)
     6262    0.009    0.000    0.009    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:44(_update)
     2058    0.003    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:199(_plain_bfs)
    12457    0.006    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:676(items)
     3131    0.006    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/predicates.py:23(__call__)
    45819    0.008    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:45(__init__)
     4171    0.004    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:291(__iter__)
     8342    0.006    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:283(adj)
     2058    0.001    0.000    0.008    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:946(<genexpr>)
    26616    0.007    0.000    0.007    0.000 {built-in method _json.encode_basestring_ascii}
     7202    0.005    0.000    0.007    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:257(_geom)
    48336    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
     2057    0.004    0.000    0.006    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:387(__getitem__)
        1    0.001    0.001    0.006    0.006 /Users/fkauker/Documents/code/link/link/solve/pcst.py:21(<listcomp>)
        1    0.000    0.000    0.006    0.006 /Users/fkauker/Documents/code/link/link/solve/pcst.py:17(<listcomp>)
    20794    0.005    0.000    0.005    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/filters.py:58(__call__)
     1566    0.005    0.000    0.005    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:1024(__iter__)
     8340    0.005    0.000    0.005    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:302(new_edge_key)
     9269    0.005    0.000    0.005    0.000 {built-in method builtins.hasattr}
    25776    0.005    0.000    0.005    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:177(__getitem__)
    13964    0.004    0.000    0.004    0.000 {method 'copy' of 'dict' objects}
    25782    0.004    0.000    0.004    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:167(__init__)
     8285    0.003    0.000    0.004    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:51(__iter__)
    40516    0.004    0.000    0.004    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:190(_deepcopy_atomic)
     4170    0.003    0.000    0.004    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multidigraph.py:285(adj)
        1    0.002    0.002    0.004    0.004 /Users/fkauker/Documents/code/link/link/solve/pcst.py:20(<listcomp>)
     1565    0.003    0.000    0.003    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/graph.py:823(add_edge)
    16680    0.003    0.000    0.003    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:54(__getitem__)
23174/23173    0.003    0.000    0.003    0.000 {built-in method builtins.len}
     2058    0.002    0.000    0.003    0.000 {method 'update' of 'set' objects}
     1950    0.002    0.000    0.003    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/digraph.py:375(add_node)
    18771    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
    15655    0.002    0.000    0.002    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/base.py:253(_geom)
     1566    0.002    0.000    0.002    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/reportviews.py:717(__iter__)
    12457    0.002    0.000    0.002    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:698(__init__)
    12510    0.002    0.000    0.002    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/filters.py:24(no_filter)
