         1075967 function calls (957360 primitive calls) in 0.940 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.003    0.003    0.940    0.940 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.000    0.000    0.814    0.814 /Users/fkauker/Documents/code/link/link/solve/main.py:22(run_pcst)
        1    0.023    0.023    0.693    0.693 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
        3    0.040    0.013    0.496    0.165 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000    0.307    0.307 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
        2    0.000    0.000    0.307    0.153 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
        1    0.000    0.000    0.302    0.302 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
    23295    0.029    0.000    0.274    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
     2753    0.010    0.000    0.260    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
     4108    0.006    0.000    0.198    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
     4108    0.187    0.000    0.187    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
        1    0.000    0.000    0.176    0.176 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:953(to_directed)
        1    0.013    0.013    0.107    0.107 /anaconda3/envs/link/lib/python3.6/json/__init__.py:120(dump)
33534/8218    0.045    0.000    0.100    0.000 /anaconda3/envs/link/lib/python3.6/copy.py:132(deepcopy)
     2753    0.015    0.000    0.097    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:1002(<genexpr>)
    45918    0.008    0.000    0.083    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:412(_iterencode)
     2752    0.002    0.000    0.080    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:29(__init__)
     2752    0.003    0.000    0.079    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/geometry/linestring.py:95(_set_coords)
122924/45918    0.035    0.000    0.075    0.000 /anaconda3/envs/link/lib/python3.6/json/encoder.py:333(_iterencode_dict)
