         1887506378 function calls (1884944868 primitive calls) in 8936.012 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    3.342    3.342 8936.573 8936.573 /Users/fkauker/Documents/code/test_data/solve.py:55(main)
        1    0.118    0.118 8930.504 8930.504 /Users/fkauker/Documents/code/link/link/solve/main.py:41(run_pmed)
        1  312.421  312.421 8855.230 8855.230 /Users/fkauker/Documents/code/link/link/solve/util.py:108(make_assi_graph)
   349680 2308.090    0.007 5936.380    0.017 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1849(shortest_path)
147931695 2611.836    0.000 2611.836    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1768(vertex)
246566125 1806.058    0.000 1958.186    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:441(__getitem__)
   349681  939.523    0.003 1158.272    0.003 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/topology/__init__.py:1591(shortest_distance)
169182184  194.821    0.000  194.821    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3250(_v_eq)
   349681    0.725    0.000  161.053    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:1(copy_property)
699377/349686    4.226    0.000  160.329    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/decorators.py:126(wrapper)
246629908  111.604    0.000  152.166    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:405(__key_trans)
   349681   91.862    0.000  151.710    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2367(copy_property)
218355537   88.029    0.000   88.029    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2593(is_directed)
147520059   73.104    0.000   73.104    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3322(_edge_iter)
 49523033   62.337    0.000   62.337    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3256(_v_ne)
        1    5.421    5.421   44.038   44.038 /Users/fkauker/Documents/code/link/link/solve/util.py:334(assi_to_path)
   699362    6.633    0.000   41.637    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:3093(__init__)
252924169   41.569    0.000   41.569    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:548(key_type)
 98346706   37.051    0.000   37.051    0.000 {method 'insert' of 'list' objects}
   699363    8.169    0.000   27.734    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:1544(__init__)
  2098093    6.709    0.000   25.664    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:383(__init__)
        1    0.308    0.308   25.307   25.307 /Users/fkauker/Documents/code/link/link/solve/util.py:26(geojson_to_graph)
   699366    7.811    0.000   24.257    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:2308(new_vertex_property)
       45    0.316    0.007   23.332    0.518 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:422(add_edges_from)
        1    0.000    0.000   22.053   22.053 /Users/fkauker/Documents/code/link/link/solve/util.py:76(<listcomp>)
       44    0.001    0.000   22.053    0.501 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/algorithms/components/connected.py:78(connected_component_subgraphs)
       43    0.000    0.000   21.995    0.512 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:864(copy)
  2447766    6.098    0.000   21.992    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/graph_tool/__init__.py:166(_prop)
   271595    0.234    0.000   21.508    0.000 /anaconda3/envs/link/lib/python3.6/_collections_abc.py:742(__iter__)
    33101    0.109    0.000   21.502    0.001 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/multigraph.py:947(<genexpr>)
    49364    0.072    0.000   20.845    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:356(__iter__)
    49364   20.711    0.000   20.711    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/networkx/classes/coreviews.py:358(<genexpr>)
  1702065    8.761    0.000   18.408    0.000 /anaconda3/envs/link/lib/python3.6/site-packages/shapely/coords.py:69(__getitem__)
 98721438   17.684    0.000   17.684    0.000 {method 'add' of 'set' objects}
